emd_nm,base_year_month,base_year_month(sub),em_cnt,em_g,pay_amt
외도동,2018년 08월,2018년 8월,57730,115475450,3449943
외도동,2018년 09월,2018년 9월,53099,97489600,2911436
외도동,2018년 10월,2018년 10월,49457,93525200,2918915
외도동,2018년 11월,2018년 11월,45494,94443250,2822052
외도동,2018년 12월,2018년 12월,45089,101745450,3041154
외도동,2019년 01월,2019년 1월,43374,97317450,2908693
외도동,2019년 02월,2019년 2월,40796,93201100,2785911
외도동,2019년 03월,2019년 3월,42783,93075950,2781648
외도동,2019년 04월,2019년 4월,42723,87075650,2601705
외도동,2019년 05월,2019년 5월,47726,92812950,2767585
외도동,2019년 06월,2019년 6월,50593,97149950,2901907
외도동,2019년 07월,2019년 7월,56477,112283300,3354354
외도동,2019년 08월,2019년 8월,57207,107713250,3217145
외도동,2019년 09월,2019년 9월,52843,96168350,2871861
외도동,2019년 10월,2019년 10월,49311,85114050,2541051
외도동,2019년 11월,2019년 11월,45676,86091200,2571381
외도동,2019년 12월,2019년 12월,44655,92350950,2759384
외도동,2020년 01월,2020년 1월,41858,92336746,2759670
외도동,2020년 02월,2020년 2월,43481,94108700,2812395
외도동,2020년 03월,2020년 3월,48054,98399600,2940074
외도동,2020년 04월,2020년 4월,45059,89160650,2663518
외도동,2020년 05월,2020년 5월,50993,98045200,2928697
외도동,2020년 06월,2020년 6월,46765,88248849,2635421
외도동,2020년 07월,2020년 7월,59199,111732950,3337129
외도동,2020년 08월,2020년 8월,58718,110243800,3292663
외도동,2020년 09월,2020년 9월,51461,88884250,2653673
외도동,2020년 10월,2020년 10월,49949,89881050,2684024
외도동,2020년 11월,2020년 11월,45238,88486000,2643334
외도동,2020년 12월,2020년 12월,46892,98028250,2929223
외도동,2021년 01월,2021년 1월,45127,96402550,2880875
외도동,2021년 02월,2021년 2월,39492,84339150,2520317
외도동,2021년 03월,2021년 3월,43893,90926700,2716943
외도동,2021년 04월,2021년 4월,45171,89457350,2672512
외도동,2021년 05월,2021년 5월,50516,97421950,2910028
외도동,2021년 06월,2021년 6월,53226,100096900,2989654
용담1동,2018년 01월,2018년 1월,14853,40712250,1217614
용담1동,2018년 02월,2018년 2월,14064,37374350,1117720
용담1동,2018년 03월,2018년 3월,16047,42821400,1280647
용담1동,2018년 04월,2018년 4월,15785,39343900,1176382
용담1동,2018년 05월,2018년 5월,17283,39819000,1190275
용담1동,2018년 06월,2018년 6월,18322,40188250,1201074
용담1동,2018년 07월,2018년 7월,22707,48926550,1462138
용담1동,2018년 08월,2018년 8월,21494,46123400,1378297
용담1동,2018년 09월,2018년 9월,20276,41854350,1250546
용담1동,2018년 10월,2018년 10월,18475,38562750,1152202
용담1동,2018년 11월,2018년 11월,16845,38430500,1148685
용담1동,2018년 12월,2018년 12월,16158,41677600,1246344
용담1동,2019년 01월,2019년 1월,15773,39537950,1182193
용담1동,2019년 02월,2019년 2월,15265,38227350,1143049
용담1동,2019년 03월,2019년 3월,15436,37816350,1130617
용담1동,2019년 04월,2019년 4월,15302,35929200,1074104
용담1동,2019년 05월,2019년 5월,16825,35526250,1061559
용담1동,2019년 06월,2019년 6월,18183,37244900,1112836
용담1동,2019년 07월,2019년 7월,20411,41799350,1248838
용담1동,2019년 08월,2019년 8월,21097,42579500,1272182
용담1동,2019년 09월,2019년 9월,19488,38817250,1159663
용담1동,2019년 10월,2019년 10월,17876,35074400,1047782
용담1동,2019년 11월,2019년 11월,16803,35593650,1063698
용담1동,2019년 12월,2019년 12월,16518,38401950,1147933
용담1동,2020년 01월,2020년 1월,16978,39746300,1188153
용담1동,2020년 02월,2020년 2월,15367,35311750,1055498
용담1동,2020년 03월,2020년 3월,16189,35536300,1062031
용담1동,2020년 04월,2020년 4월,15099,31146900,930685
용담1동,2020년 05월,2020년 5월,17593,34807400,1039841
용담1동,2020년 06월,2020년 6월,16649,33887649,1012434
용담1동,2020년 07월,2020년 7월,19977,36729700,1096982
용담1동,2020년 08월,2020년 8월,19329,36390400,1086927
용담1동,2020년 09월,2020년 9월,16901,31369450,936900
용담1동,2020년 10월,2020년 10월,16743,30243500,903153
용담1동,2020년 11월,2020년 11월,14329,28326650,846301
용담1동,2020년 12월,2020년 12월,14631,30491200,911115
용담1동,2021년 01월,2021년 1월,13667,28496450,851445
용담1동,2021년 02월,2021년 2월,10887,22772750,680449
용담1동,2021년 03월,2021년 3월,12237,25848900,772446
용담1동,2021년 04월,2021년 4월,13947,28097300,839485
용담1동,2021년 05월,2021년 5월,16992,33500950,1000843
용담1동,2021년 06월,2021년 6월,18047,33693350,1006285
용담2동,2018년 01월,2018년 1월,28816,68654450,2052466
용담2동,2018년 02월,2018년 2월,27464,65950150,1971602
용담2동,2018년 03월,2018년 3월,30143,69454350,2076112
용담2동,2018년 04월,2018년 4월,29754,64687850,1933227
용담2동,2018년 05월,2018년 5월,33144,66675300,1991981
용담2동,2018년 06월,2018년 6월,36591,71688750,2141484
용담2동,2018년 07월,2018년 7월,45368,89787950,2682284
용담2동,2018년 08월,2018년 8월,42578,83612550,2497745
용담2동,2018년 09월,2018년 9월,39711,72694000,2171010
용담2동,2018년 10월,2018년 10월,35463,65808900,1965438
용담2동,2018년 11월,2018년 11월,32192,64771150,1935074
용담2동,2018년 12월,2018년 12월,31274,70913350,2119670
용담2동,2019년 01월,2019년 1월,30372,68830800,2057320
용담2동,2019년 02월,2019년 2월,29522,66050350,1974199
용담2동,2019년 03월,2019년 3월,29796,65200500,1948563
용담2동,2019년 04월,2019년 4월,29760,63115600,1885997
용담2동,2019년 05월,2019년 5월,34096,67551750,2018016
용담2동,2019년 06월,2019년 6월,36485,69787550,2084589
용담2동,2019년 07월,2019년 7월,41712,80724950,2411361
용담2동,2019년 08월,2019년 8월,41736,78100000,2332584
용담2동,2019년 09월,2019년 9월,37849,69717350,2082069
용담2동,2019년 10월,2019년 10월,34583,63211900,1887755
용담2동,2019년 11월,2019년 11월,31786,63714550,1903462
용담2동,2019년 12월,2019년 12월,29930,65067300,1944552
용담2동,2020년 01월,2020년 1월,30237,67781500,2025895
용담2동,2020년 02월,2020년 2월,28910,61018600,1823355
용담2동,2020년 03월,2020년 3월,31151,61010900,1822597
용담2동,2020년 04월,2020년 4월,29818,57175200,1707810
용담2동,2020년 05월,2020년 5월,34583,62409650,1863725
용담2동,2020년 06월,2020년 6월,32160,58453350,1745581
용담2동,2020년 07월,2020년 7월,40900,71460000,2133653
용담2동,2020년 08월,2020년 8월,40998,73913800,2207171
용담2동,2020년 09월,2020년 9월,36391,59800000,1784914
용담2동,2020년 10월,2020년 10월,36094,62033400,1852058
용담2동,2020년 11월,2020년 11월,31301,57733300,1724203
용담2동,2020년 12월,2020년 12월,30475,61444900,1835745
용담2동,2021년 01월,2021년 1월,28266,57256400,1710706
용담2동,2021년 02월,2021년 2월,24419,49429650,1476815
용담2동,2021년 03월,2021년 3월,28065,56587400,1690568
용담2동,2021년 04월,2021년 4월,28990,58446350,1746214
용담2동,2021년 05월,2021년 5월,33544,61815700,1846122
용담2동,2021년 06월,2021년 6월,35913,62862000,1876935
이도1동,2018년 01월,2018년 1월,17909,51373100,1536695
이도1동,2018년 02월,2018년 2월,16827,47339200,1416005
이도1동,2018년 03월,2018년 3월,19116,51699300,1546221
이도1동,2018년 04월,2018년 4월,18674,46583350,1392806
이도1동,2018년 05월,2018년 5월,20157,47787850,1428647
이도1동,2018년 06월,2018년 6월,22372,52173500,1559628
이도1동,2018년 07월,2018년 7월,26933,60661400,1813043
이도1동,2018년 08월,2018년 8월,25327,55988250,1673335
이도1동,2018년 09월,2018년 9월,23241,49206600,1470415
이도1동,2018년 10월,2018년 10월,21915,47510650,1419794
이도1동,2018년 11월,2018년 11월,20428,49084700,1467467
이도1동,2018년 12월,2018년 12월,19221,49224550,1471911
이도1동,2019년 01월,2019년 1월,19188,49807950,1489412
이도1동,2019년 02월,2019년 2월,17586,43017550,1286104
이도1동,2019년 03월,2019년 3월,18373,45641600,1364694
이도1동,2019년 04월,2019년 4월,18272,42816050,1279930
이도1동,2019년 05월,2019년 5월,20653,46101700,1377950
이도1동,2019년 06월,2019년 6월,22154,47468200,1418543
이도1동,2019년 07월,2019년 7월,25037,53054350,1585331
이도1동,2019년 08월,2019년 8월,24913,51229450,1530698
이도1동,2019년 09월,2019년 9월,23084,47155800,1408877
이도1동,2019년 10월,2019년 10월,21091,44486050,1329397
이도1동,2019년 11월,2019년 11월,20385,47579550,1422304
이도1동,2019년 12월,2019년 12월,19349,49508100,1480430
이도1동,2020년 01월,2020년 1월,19049,51342000,1535470
이도1동,2020년 02월,2020년 2월,17733,45066950,1347590
이도1동,2020년 03월,2020년 3월,20235,48128850,1438830
이도1동,2020년 04월,2020년 4월,18783,43521000,1300983
이도1동,2020년 05월,2020년 5월,21339,48859650,1460524
이도1동,2020년 06월,2020년 6월,20107,43676550,1305313
이도1동,2020년 07월,2020년 7월,23732,49991500,1493793
이도1동,2020년 08월,2020년 8월,24147,47093800,1406820
이도1동,2020년 09월,2020년 9월,21562,38896900,1161484
이도1동,2020년 10월,2020년 10월,21457,37657550,1124427
이도1동,2020년 11월,2020년 11월,19374,36796500,1099100
이도1동,2020년 12월,2020년 12월,18623,37794550,1129214
이도1동,2021년 01월,2021년 1월,16910,33481750,1000292
이도1동,2021년 02월,2021년 2월,13680,28316950,846101
이도1동,2021년 03월,2021년 3월,17110,37497450,1120658
이도1동,2021년 04월,2021년 4월,18201,39182450,1170955
이도1동,2021년 05월,2021년 5월,20656,42806500,1279079
이도1동,2021년 06월,2021년 6월,13892,28492400,851337
이도2동,2018년 01월,2018년 1월,99670,246651600,7371540
이도2동,2018년 02월,2018년 2월,92603,230440750,6886558
이도2동,2018년 03월,2018년 3월,103323,249276500,7448453
이도2동,2018년 04월,2018년 4월,102728,227249550,6788163
이도2동,2018년 05월,2018년 5월,113606,234533700,7004233
이도2동,2018년 06월,2018년 6월,122949,250202150,7471180
이도2동,2018년 07월,2018년 7월,150903,306877400,9163602
이도2동,2018년 08월,2018년 8월,143767,285745750,8532047
이도2동,2018년 09월,2018년 9월,132393,249370800,7444153
이도2동,2018년 10월,2018년 10월,118401,225779650,6844792
이도2동,2018년 11월,2018년 11월,109093,228491250,6824240
이도2동,2018년 12월,2018년 12월,107167,251434850,7512001
이도2동,2019년 01월,2019년 1월,104329,244881100,7316055
이도2동,2019년 02월,2019년 2월,97306,231621700,6920097
이도2동,2019년 03월,2019년 3월,100060,227260600,6789207
이도2동,2019년 04월,2019년 4월,98775,211813200,6326026
이도2동,2019년 05월,2019년 5월,111376,224717200,6710670
이도2동,2019년 06월,2019년 6월,120091,234713850,7007927
이도2동,2019년 07월,2019년 7월,136950,273172800,8156392
이도2동,2019년 08월,2019년 8월,134060,259693200,7752570
이도2동,2019년 09월,2019년 9월,123165,229571300,6852361
이도2동,2019년 10월,2019년 10월,113367,202196250,6034006
이도2동,2019년 11월,2019년 11월,105018,206554050,6166818
이도2동,2019년 12월,2019년 12월,101481,222595500,6648882
이도2동,2020년 01월,2020년 1월,99481,229944100,6869890
이도2동,2020년 02월,2020년 2월,98520,221645750,6620851
이도2동,2020년 03월,2020년 3월,108624,231274250,6906917
이도2동,2020년 04월,2020년 4월,101094,204602850,6109457
이도2동,2020년 05월,2020년 5월,117204,228796850,6830373
이도2동,2020년 06월,2020년 6월,111012,222943362,7512848
이도2동,2020년 07월,2020년 7월,134969,255052550,7613360
이도2동,2020년 08월,2020년 8월,136787,256440620,7653524
이도2동,2020년 09월,2020년 9월,117482,206499100,6161735
이도2동,2020년 10월,2020년 10월,115415,207863950,6203907
이도2동,2020년 11월,2020년 11월,102816,199985150,5969896
이도2동,2020년 12월,2020년 12월,106044,220681900,6589301
이도2동,2021년 01월,2021년 1월,101519,214562700,6407461
이도2동,2021년 02월,2021년 2월,83034,178656200,5334543
이도2동,2021년 03월,2021년 3월,95874,198242608,5919242
이도2동,2021년 04월,2021년 4월,97899,192527200,5747928
이도2동,2021년 05월,2021년 5월,112714,215882550,6444414
이도2동,2021년 06월,2021년 6월,127973,225423200,6688412
이호동,2018년 01월,2018년 1월,6890,17513450,523688
이호동,2018년 02월,2018년 2월,6487,16209850,484669
이호동,2018년 03월,2018년 3월,7202,18059150,539967
이호동,2018년 04월,2018년 4월,7355,17653400,527748
이호동,2018년 05월,2018년 5월,8384,18423750,550612
이호동,2018년 06월,2018년 6월,9378,20108550,600861
이호동,2018년 07월,2018년 7월,11524,24586600,734701
이호동,2018년 08월,2018년 8월,10874,23119700,690891
이호동,2018년 09월,2018년 9월,9990,19464750,581445
이호동,2018년 10월,2018년 10월,9009,18088600,559586
이호동,2018년 11월,2018년 11월,8273,18173250,543171
이호동,2018년 12월,2018년 12월,7857,19062100,569889
이호동,2019년 01월,2019년 1월,7845,19278750,576441
이호동,2019년 02월,2019년 2월,7603,18806000,562297
이호동,2019년 03월,2019년 3월,7900,18573500,555274
이호동,2019년 04월,2019년 4월,8221,18478550,552285
이호동,2019년 05월,2019년 5월,9280,20127650,601533
이호동,2019년 06월,2019년 6월,10131,21368200,638538
이호동,2019년 07월,2019년 7월,11623,25321400,756730
이호동,2019년 08월,2019년 8월,11645,24983650,746617
이호동,2019년 09월,2019년 9월,10648,22081450,659759
이호동,2019년 10월,2019년 10월,9695,19865800,593574
이호동,2019년 11월,2019년 11월,8809,20064600,599737
이호동,2019년 12월,2019년 12월,8373,20094800,600749
이호동,2020년 01월,2020년 1월,8681,23302900,696904
이호동,2020년 02월,2020년 2월,8372,21174500,633123
이호동,2020년 03월,2020년 3월,9196,21279150,636080
이호동,2020년 04월,2020년 4월,8327,18466400,551919
이호동,2020년 05월,2020년 5월,9975,21388150,639153
이호동,2020년 06월,2020년 6월,8996,18843700,563072
이호동,2020년 07월,2020년 7월,11940,24443100,730371
이호동,2020년 08월,2020년 8월,12158,26576100,794257
이호동,2020년 09월,2020년 9월,10064,19857650,593234
이호동,2020년 10월,2020년 10월,10220,21155300,632124
이호동,2020년 11월,2020년 11월,9071,20030450,598624
이호동,2020년 12월,2020년 12월,9161,20953200,626288
이호동,2021년 01월,2021년 1월,8663,19924750,595613
이호동,2021년 02월,2021년 2월,6817,16235200,485381
이호동,2021년 03월,2021년 3월,7967,18808700,562302
이호동,2021년 04월,2021년 4월,8655,19633000,586840
이호동,2021년 05월,2021년 5월,9544,20363000,608488
이호동,2021년 06월,2021년 6월,10497,21586550,645034
일도1동,2018년 01월,2018년 1월,5813,21302450,637606
일도1동,2018년 02월,2018년 2월,5367,18945550,567001
일도1동,2018년 03월,2018년 3월,6370,21493900,643231
일도1동,2018년 04월,2018년 4월,6222,19784300,591963
일도1동,2018년 05월,2018년 5월,6722,19538650,584494
일도1동,2018년 06월,2018년 6월,7071,19577700,585555
일도1동,2018년 07월,2018년 7월,8061,20983850,627514
일도1동,2018년 08월,2018년 8월,7687,20246750,605490
일도1동,2018년 09월,2018년 9월,7476,20998100,628102
일도1동,2018년 10월,2018년 10월,6957,20229300,632563
일도1동,2018년 11월,2018년 11월,6562,20483900,612885
일도1동,2018년 12월,2018년 12월,6294,21310550,637754
일도1동,2019년 01월,2019년 1월,6072,21091100,631205
일도1동,2019년 02월,2019년 2월,5639,19539750,584788
일도1동,2019년 03월,2019년 3월,6006,20226750,605293
일도1동,2019년 04월,2019년 4월,6067,20257050,606201
일도1동,2019년 05월,2019년 5월,6725,20543450,614620
일도1동,2019년 06월,2019년 6월,6946,20742350,620555
일도1동,2019년 07월,2019년 7월,7801,21474250,642259
일도1동,2019년 08월,2019년 8월,7466,20834500,623113
일도1동,2019년 09월,2019년 9월,6892,18767250,561271
일도1동,2019년 10월,2019년 10월,6787,19784150,591813
일도1동,2019년 11월,2019년 11월,6550,19832500,593334
일도1동,2019년 12월,2019년 12월,6293,20720650,620027
일도1동,2020년 01월,2020년 1월,6356,22040850,659634
일도1동,2020년 02월,2020년 2월,5638,16871700,504740
일도1동,2020년 03월,2020년 3월,5899,17045250,509873
일도1동,2020년 04월,2020년 4월,5680,16343050,488898
일도1동,2020년 05월,2020년 5월,6393,18849200,563905
일도1동,2020년 06월,2020년 6월,6109,18194950,544319
일도1동,2020년 07월,2020년 7월,6972,19485950,582836
일도1동,2020년 08월,2020년 8월,6910,17930600,536197
일도1동,2020년 09월,2020년 9월,6510,17142050,512673
일도1동,2020년 10월,2020년 10월,6689,17780350,531752
일도1동,2020년 11월,2020년 11월,6021,18145450,542831
일도1동,2020년 12월,2020년 12월,5743,16798950,502537
일도1동,2021년 01월,2021년 1월,5256,15883200,475165
일도1동,2021년 02월,2021년 2월,3763,11973600,358260
일도1동,2021년 03월,2021년 3월,5418,18107050,541869
일도1동,2021년 04월,2021년 4월,5789,18833000,563538
일도1동,2021년 05월,2021년 5월,6279,18297050,547356
일도1동,2021년 06월,2021년 6월,2707,7451200,222864
일도2동,2018년 01월,2018년 1월,67736,170627900,5102131
일도2동,2018년 02월,2018년 2월,64735,162109500,4847074
일도2동,2018년 03월,2018년 3월,72326,174844000,5218249
일도2동,2018년 04월,2018년 4월,71477,157261450,4691227
일도2동,2018년 05월,2018년 5월,78273,159126900,4744067
일도2동,2018년 06월,2018년 6월,86147,173428400,5172734
일도2동,2018년 07월,2018년 7월,105732,214415150,6393188
일도2동,2018년 08월,2018년 8월,100784,200952900,5993385
일도2동,2018년 09월,2018년 9월,92223,172179500,5133574
일도2동,2018년 10월,2018년 10월,83124,156822250,4831648
일도2동,2018년 11월,2018년 11월,76286,158478500,4727153
일도2동,2018년 12월,2018년 12월,74600,175021800,5223780
일도2동,2019년 01월,2019년 1월,71783,167320100,4994111
일도2동,2019년 02월,2019년 2월,69010,164367100,4905669
일도2동,2019년 03월,2019년 3월,69530,158011550,4713792
일도2동,2019년 04월,2019년 4월,69104,146303100,4365368
일도2동,2019년 05월,2019년 5월,78561,156256950,4668204
일도2동,2019년 06월,2019년 6월,84680,161594150,4826798
일도2동,2019년 07월,2019년 7월,95426,186412550,5568619
일도2동,2019년 08월,2019년 8월,94476,175443050,5239807
일도2동,2019년 09월,2019년 9월,88184,159734600,4770119
일도2동,2019년 10월,2019년 10월,80858,138858500,4145518
일도2동,2019년 11월,2019년 11월,76358,145292200,4339782
일도2동,2019년 12월,2019년 12월,73379,158402800,4733854
일도2동,2020년 01월,2020년 1월,75178,168618250,5039814
일도2동,2020년 02월,2020년 2월,70367,153378350,4583854
일도2동,2020년 03월,2020년 3월,76929,159747800,4773211
일도2동,2020년 04월,2020년 4월,71736,139834000,4177087
일도2동,2020년 05월,2020년 5월,82689,153382400,4580837
일도2동,2020년 06월,2020년 6월,77662,143034450,4271612
일도2동,2020년 07월,2020년 7월,97295,172874500,5161982
일도2동,2020년 08월,2020년 8월,97928,175090900,5228381
일도2동,2020년 09월,2020년 9월,86260,145286600,4337115
일도2동,2020년 10월,2020년 10월,84532,145502700,4344056
일도2동,2020년 11월,2020년 11월,75497,140298500,4190167
일도2동,2020년 12월,2020년 12월,75320,155449300,4644754
일도2동,2021년 01월,2021년 1월,69020,145053150,4334324
일도2동,2021년 02월,2021년 2월,56372,118399850,3537788
일도2동,2021년 03월,2021년 3월,65689,134650500,4023160
일도2동,2021년 04월,2021년 4월,69143,131462200,3926732
일도2동,2021년 05월,2021년 5월,79927,147183350,4395535
일도2동,2021년 06월,2021년 6월,84360,147438200,4402149
정방동,2018년 01월,2018년 1월,6692,26958250,807070
정방동,2018년 02월,2018년 2월,6008,24809550,742786
정방동,2018년 03월,2018년 3월,7938,30101650,901035
정방동,2018년 04월,2018년 4월,6785,25834000,773339
정방동,2018년 05월,2018년 5월,6979,26162450,783145
정방동,2018년 06월,2018년 6월,7339,26452950,791746
정방동,2018년 07월,2018년 7월,8115,27829500,832917
정방동,2018년 08월,2018년 8월,7117,24580550,735655
정방동,2018년 09월,2018년 9월,7593,25362200,758984
정방동,2018년 10월,2018년 10월,7665,25386200,759665
정방동,2018년 11월,2018년 11월,7367,25079050,750490
정방동,2018년 12월,2018년 12월,7479,28103850,841282
정방동,2019년 01월,2019년 1월,4886,18802750,562881
정방동,2019년 02월,2019년 2월,3450,12873000,385341
정방동,2019년 03월,2019년 3월,1988,7155900,214178
정방동,2019년 04월,2019년 4월,1970,6699850,200520
정방동,2019년 05월,2019년 5월,5802,19278900,576919
정방동,2019년 06월,2019년 6월,7263,25376350,759474
정방동,2019년 07월,2019년 7월,8598,30868450,923935
정방동,2019년 08월,2019년 8월,8613,29941650,896039
정방동,2019년 09월,2019년 9월,8079,26725050,799786
정방동,2019년 10월,2019년 10월,7776,26476800,792364
정방동,2019년 11월,2019년 11월,7162,25792200,771992
정방동,2019년 12월,2019년 12월,5959,24014250,718945
정방동,2020년 01월,2020년 1월,5893,24773550,741728
정방동,2020년 02월,2020년 2월,5570,21198250,634594
정방동,2020년 03월,2020년 3월,6123,21544300,644791
정방동,2020년 04월,2020년 4월,5846,19841800,593800
정방동,2020년 05월,2020년 5월,6134,20607000,616651
정방동,2020년 06월,2020년 6월,5293,17835950,533815
정방동,2020년 07월,2020년 7월,4078,13353050,399586
정방동,2020년 08월,2020년 8월,7844,25730750,769978
정방동,2020년 09월,2020년 9월,6722,20482100,612778
정방동,2020년 10월,2020년 10월,6135,20256550,606171
정방동,2020년 11월,2020년 11월,6005,22145800,662867
정방동,2020년 12월,2020년 12월,6890,24757700,735794
정방동,2021년 01월,2021년 1월,6087,21318250,633228
정방동,2021년 02월,2021년 2월,5692,20680400,613167
정방동,2021년 03월,2021년 3월,6349,23135350,685425
정방동,2021년 04월,2021년 4월,6401,21122400,625580
정방동,2021년 05월,2021년 5월,6612,22329500,660973
정방동,2021년 06월,2021년 6월,6864,21580950,645614
조천읍,2019년 11월,2019년 11월,1024,3136800,93841
조천읍,2019년 12월,2019년 12월,5650,19805800,592629
조천읍,2020년 01월,2020년 1월,10538,33574800,1003044
조천읍,2020년 02월,2020년 2월,11046,33456300,999864
조천읍,2020년 03월,2020년 3월,14303,41512450,1241600
조천읍,2020년 04월,2020년 4월,14120,38425250,1149271
조천읍,2020년 05월,2020년 5월,17139,47353700,1416464
조천읍,2020년 06월,2020년 6월,20172,51258650,1532897
조천읍,2020년 07월,2020년 7월,27477,69350400,2073947
조천읍,2020년 08월,2020년 8월,29281,77823096,2312179
조천읍,2020년 09월,2020년 9월,24718,55652450,1663711
조천읍,2020년 10월,2020년 10월,23921,54787850,1637863
조천읍,2020년 11월,2020년 11월,21115,51482850,1539307
조천읍,2020년 12월,2020년 12월,21164,52436150,1567977
조천읍,2021년 01월,2021년 1월,21511,53697250,1605674
조천읍,2021년 02월,2021년 2월,20543,52488300,1569766
조천읍,2021년 03월,2021년 3월,23945,59529200,1780134
조천읍,2021년 04월,2021년 4월,24691,58934750,1762148
조천읍,2021년 05월,2021년 5월,24836,58813300,1758559
조천읍,2021년 06월,2021년 6월,27732,63927750,1911187
중문동,2018년 01월,2018년 1월,17791,52591350,1509185
중문동,2018년 02월,2018년 2월,15809,47371550,1353358
중문동,2018년 03월,2018년 3월,17920,51756300,1474977
중문동,2018년 04월,2018년 4월,17538,47297550,1358122
중문동,2018년 05월,2018년 5월,19583,48752650,1396958
중문동,2018년 06월,2018년 6월,20601,50341800,1448469
중문동,2018년 07월,2018년 7월,24565,60829200,1744491
중문동,2018년 08월,2018년 8월,22807,56208150,1613352
중문동,2018년 09월,2018년 9월,20540,48113500,1379352
중문동,2018년 10월,2018년 10월,18641,42843400,1224311
중문동,2018년 11월,2018년 11월,16869,41720100,1195440
중문동,2018년 12월,2018년 12월,15818,42034050,1209837
중문동,2019년 01월,2019년 1월,16140,43175000,1245850
중문동,2019년 02월,2019년 2월,13280,36592800,1054462
중문동,2019년 03월,2019년 3월,10960,30153700,860238
중문동,2019년 04월,2019년 4월,10898,28945500,825193
중문동,2019년 05월,2019년 5월,16710,41810299,1204651
중문동,2019년 06월,2019년 6월,26735,72610590,2114013
중문동,2019년 07월,2019년 7월,28340,74250181,2168097
중문동,2019년 08월,2019년 8월,28978,77137792,2240299
중문동,2019년 09월,2019년 9월,26520,66762079,1956612
중문동,2019년 10월,2019년 10월,25393,63536085,1864706
중문동,2019년 11월,2019년 11월,23433,63947036,1880079
중문동,2019년 12월,2019년 12월,22029,65819186,1936920
중문동,2020년 01월,2020년 1월,22288,69866086,2063872
중문동,2020년 02월,2020년 2월,20652,61061781,1802421
중문동,2020년 03월,2020년 3월,23026,63941232,1885660
중문동,2020년 04월,2020년 4월,22017,59149528,1750149
중문동,2020년 05월,2020년 5월,25448,65612387,1942950
중문동,2020년 06월,2020년 6월,26003,63883576,1890148
중문동,2020년 07월,2020년 7월,26855,63118639,1869761
중문동,2020년 08월,2020년 8월,29034,69976499,2076587
중문동,2020년 09월,2020년 9월,25933,59276999,1759683
중문동,2020년 10월,2020년 10월,24234,58051000,1723223
중문동,2020년 11월,2020년 11월,21394,55698700,1654656
중문동,2020년 12월,2020년 12월,20924,55735800,1661093
중문동,2021년 01월,2021년 1월,20185,54313151,1618291
중문동,2021년 02월,2021년 2월,19162,54608900,1627731
중문동,2021년 03월,2021년 3월,22121,60028350,1793631
중문동,2021년 04월,2021년 4월,23495,61827300,1849039
중문동,2021년 05월,2021년 5월,27174,68885700,2060037
중문동,2021년 06월,2021년 6월,28002,66140250,1977456
중앙동,2018년 01월,2018년 1월,11009,52602100,1574992
중앙동,2018년 02월,2018년 2월,9977,45550200,1363391
중앙동,2018년 03월,2018년 3월,11317,51778250,1548907
중앙동,2018년 04월,2018년 4월,11011,48810600,1460431
중앙동,2018년 05월,2018년 5월,11420,45195100,1353006
중앙동,2018년 06월,2018년 6월,11843,45387950,1358697
중앙동,2018년 07월,2018년 7월,13182,49115250,1470169
중앙동,2018년 08월,2018년 8월,12462,45654250,1366554
중앙동,2018년 09월,2018년 9월,11454,42530750,1266022
중앙동,2018년 10월,2018년 10월,11615,44238500,1314755
중앙동,2018년 11월,2018년 11월,10724,43884250,1303386
중앙동,2018년 12월,2018년 12월,10472,46756350,1393606
중앙동,2019년 01월,2019년 1월,9438,42683800,1265316
중앙동,2019년 02월,2019년 2월,6639,30231600,897981
중앙동,2019년 03월,2019년 3월,4201,21994900,658844
중앙동,2019년 04월,2019년 4월,3892,19401000,581091
중앙동,2019년 05월,2019년 5월,8712,35140600,1044702
중앙동,2019년 06월,2019년 6월,9129,32611450,963536
중앙동,2019년 07월,2019년 7월,14032,58491700,1736396
중앙동,2019년 08월,2019년 8월,14570,60424950,1789290
중앙동,2019년 09월,2019년 9월,13635,57634900,1708760
중앙동,2019년 10월,2019년 10월,13141,53181250,1575818
중앙동,2019년 11월,2019년 11월,12922,54153800,1605622
중앙동,2019년 12월,2019년 12월,13023,59806750,1775734
중앙동,2020년 01월,2020년 1월,12394,58053400,1723085
중앙동,2020년 02월,2020년 2월,11448,50037600,1481874
중앙동,2020년 03월,2020년 3월,12066,51396000,1521022
중앙동,2020년 04월,2020년 4월,11299,47551400,1409186
중앙동,2020년 05월,2020년 5월,12371,49194500,1457515
중앙동,2020년 06월,2020년 6월,11374,43100800,1279816
중앙동,2020년 07월,2020년 7월,10211,40851800,1223045
중앙동,2020년 08월,2020년 8월,12742,48010450,1437127
중앙동,2020년 09월,2020년 9월,12082,44658750,1336982
중앙동,2020년 10월,2020년 10월,12985,41457850,1241133
중앙동,2020년 11월,2020년 11월,15675,43013250,1287904
중앙동,2020년 12월,2020년 12월,13191,43377950,1298834
중앙동,2021년 01월,2021년 1월,9002,39760550,1190533
중앙동,2021년 02월,2021년 2월,8775,41363750,1238747
중앙동,2021년 03월,2021년 3월,9755,45449200,1361043
중앙동,2021년 04월,2021년 4월,9366,43809700,1311944
중앙동,2021년 05월,2021년 5월,9258,39221700,1174348
중앙동,2021년 06월,2021년 6월,10772,41422700,1240018
